"","SEEM_WT1","SEEM_WT2","SEEM_WT3","SEDM_WT1","SEDM_WT2","SEDM_WT3"
"1110028F11Rik",1.81211097121256,1.89135154599613,1.85183869716702,1.85413297808507,1.83508294888965,1.85395047317122
"1110028F18Rik",0,0,0,0,0,0
"1110032F04Rik",1.92419722931037,1.93352168325342,1.94257186240745,1.91510969840132,1.93842479293552,1.88360844291584
"1110036E04Rik",0,0,0,0,0,0
"1110038B12Rik",8.19775899002024,8.18742906407288,8.41031723316564,8.27381744403224,8.41370651668431,8.36277656933594
"1110038F14Rik",8.0607033713461,8.22052290411061,8.17749604552296,7.98537066871449,8.08334256485325,8.09055452821735
"1110046J04Rik",1.77996092094429,1.79932890222448,1.80836711212695,1.78092122143184,1.77211744566313,1.77045006850293
"1110057P08Rik",0,0,0,0,0,0
"1110058D11Rik",-0.998309293515601,-0.998333849364805,-0.998358237353122,-0.998254793626393,-0.987285799986374,-0.977179329278942
"1110059E24Rik",7.51713822155618,7.49001405804959,7.40137624720814,7.15427602325608,7.15210320842079,7.23977065759477
"1110059G10Rik",7.82599621252956,7.722885935817,7.62113203432385,7.64455134460028,7.60182044069574,7.64076458029553
"1110065P20Rik",6.39447996203941,6.42962918321293,6.46861267053711,6.44172358841913,6.38335368915305,6.30226051025189
"1190005I06Rik",0,0,0,0,0,0
"1190028D05Rik",0,0,0,0,0,0
"1300002E11Rik",6.53238544058538,6.59950929702978,6.62100690350222,6.7858514603549,6.72143446136902,6.78827903907303
"1500002C15Rik",8.24875899035665,8.21934642831068,8.39316075790646,8.30218227611721,8.40276844188761,8.45408465248707
"1500002F19Rik",7.73520999668876,7.79778807177668,7.59852040108894,7.77584847255975,7.72595460418723,7.75262849178865
"1500004A13Rik",7.28542748327596,7.2476432225624,7.28180160338505,7.28947148152383,7.01088787885575,7.11396910907683
"1500009L16Rik",-0.0237131535633783,-0.0237606604726201,-0.00364690338119767,-0.0236135288997237,-0.0124384221561945,0.00758557810899724
"1500011B03Rik",7.28759978085226,7.32513556896393,7.39626660332654,7.53996667759627,7.47921267454581,7.51975308198634
"1500012K07Rik",0,0,0,0,0,0
"1500015A07Rik",4.66083586713115,4.64899761890037,4.57629786072241,4.55012748232165,4.57065403220333,4.76523574404808
"1500015L24Rik",0,0,0,0,0,0
"1500026H17Rik",0.691897577653186,0.721679579407791,0.711420193493961,0.692268361939148,0.682108207370565,0.692210814890903
"1500035N22Rik",-1.96792902661882,-1.96796124128279,-1.96799340427291,-1.96338304581524,-1.96772700467906,-1.96787236362168
"1600002D24Rik",-0.573246086709453,-0.562989730444613,-0.573311501598125,-0.573177265818197,-0.551076786346138,-0.562618932356222
"1600010M07Rik",3.64636513585648,3.64509824211292,3.6535689743024,3.79146711050139,3.7927415909868,3.71724530527295
"1600012H06Rik",9.42018598494502,9.43786463205324,9.44525901957266,9.54636672079439,9.62304250048142,9.53493066141889
"1600012P17Rik",-1.96789915758853,-1.96361946828227,-1.96796111664987,-1.96783465764069,-1.96770472537546,-1.96784462335356
"1600014C10Rik",11.4734588349376,11.4426999001695,11.3861841265441,11.2853968179347,11.2913491304138,11.3026653413235
"1600014C23Rik",0.987190159388383,0.997398864513863,0.986996003129154,1.00852692565917,1.0313559285238,1.03927476060135
"1600015H23Rik",0,0,0,0,0,0
"1600019K03Rik",0,0,0,0,0,0
"1600020E01Rik",6.01717129091017,6.10720881083824,6.06277052695964,5.90811884243601,5.90927362632742,5.9869527130315
"1600023N17Rik",1.11004654947345,1.0792197940161,1.10925273401648,1.11088161505616,1.09095576342501,1.11075202031319
"1600025M17Rik",0,0,0,0,0,0
"1600027J07Rik",0,0,0,0,0,0
"1600029I14Rik",0,0,0,0,0,0
"1600029O15Rik",-0.267582426819347,-0.277928867874535,-0.27806773010421,-0.288013124613034,-0.276895761382489,-0.28802593719658
"1700001D01Rik",-1.48883811863001,-1.48132624062954,-1.48138057346679,-1.48872490579969,-1.48849684360759,-1.48874239800857
"1700001F09Rik",0,0,0,0,0,0
"1700001G01Rik",0,0,0,0,0,0
"1700001G11Rik",5.48122569155611,5.52299953447184,5.59806641118839,5.48311231910813,5.56834543738422,5.58261159822494
"1700001G17Rik",2.20484615080529,2.23416388331541,2.18365210119574,2.22649897188926,2.25049172020267,2.23637748500128
"1700001J03Rik",4.18875359228554,4.20426834139487,4.2448547573837,4.20293692243536,4.16493353847175,4.16492754586804
"1700001J04Rik",0,0,0,0,0,0
"1700001J11Rik",0,0,0,0,0,0
"1700001K19Rik",3.03289096691903,3.02205610422955,3.00169724813657,3.05494515860355,2.98940283969309,2.99557454107606
"1700001K23Rik",0.997048894585204,1.00681917268314,0.976238244964302,1.00803317156308,0.998931307764167,0.997571046240474
"1700001L05Rik",6.57870925805138,6.60472891109292,6.57611189219802,7.32285003987716,7.0043114325612,7.08305900680064
"1700001O22Rik",3.15141928489929,3.18832050417282,3.1586463690638,3.14386394395533,3.19946446004895,3.13344326752827
"1700003C15Rik",0,0,0,0,0,0
"1700003D09Rik",0,0,0,0,0,0
"1700003E16Rik",2.57156352815257,2.5806597634774,2.57980729229298,2.57316938855365,2.60777140482523,2.58303728683957
"1700003E24Rik",0,0,0,0,0,0
"1700003F12Rik",2.22686307779226,2.18617102388816,2.23492852781851,2.1978802122709,2.24235804546332,2.19771254306254
"1700003G18Rik",0,0,0,0,0,0
"1700003H04Rik",0,0,0,0,0,0
"1700003I22Rik",0,0,0,0,0,0
"1700003L19Rik",0,0,0,0,0,0
"1700003M07Rik",-1.48113088988839,-1.4889674707479,-1.48902334260379,-1.48101447021915,-1.48856056723176,-1.48881307714658
"1700003P14Rik",0,0,0,0,0,0
"1700006A11Rik",0,0,0,0,0,0
"1700006F04Rik",0,0,0,0,0,0
"1700006H20Rik",0.227723721747326,0.196967310018641,0.217081555407482,0.197138961375428,0.21921717383652,0.197120922875378
"1700006H21Rik",0,0,0,0,0,0
"1700006J14Rik",4.80466877174473,4.8763746213187,4.75431504618713,4.76661174796466,4.89656461102331,4.88718260466371
"1700007E05Rik",0,0,0,0,0,0
"1700007F19Rik",0,0,0,0,0,0
"1700007J10Rik",3.24360857303449,3.29080850265311,3.31703171577268,3.27576625312847,3.26061796026269,3.3044717250609
"1700007L15Rik",5.34515383087632,5.40180762146212,5.43316534158642,5.29709172347966,5.33228222164083,5.35329407528428
"1700007P06Rik",0,0,0,0,0,0
"1700008C04Rik",0,0,0,0,0,0
"1700008J07Rik",6.36739852249223,6.37270403254146,6.45064870250088,6.48924321341688,6.414804300978,6.43174195734939
"1700008K24Rik",0,0,0,0,0,0
"1700008O03Rik",2.62555273791816,2.6249585146165,2.66370185550697,2.68750537553233,2.69239438170919,2.66733315020572
"1700008P02Rik",0,0,0,0,0,0
"1700009C05Rik",0,0,0,0,0,0
"1700009J07Rik",0,0,0,0,0,0
"1700009N14Rik",0,0,0,0,0,0
"1700010B08Rik",0,0,0,0,0,0
"1700010D01Rik",0,0,0,0,0,0
"1700010G06Rik",0.978160805654453,1.00859067104093,0.988141917423275,1.0200851979165,1.01149023350974,0.988881535209461
"1700010H22Rik",0,0,0,0,0,0
"1700010I02Rik",0,0,0,0,0,0
"1700010I14Rik",5.88171189031752,5.91933244334318,5.92024756307106,5.9456040561273,5.99386155694329,6.07901718589476
"1700010J16Rik",0,0,0,0,0,0
"1700010K23Rik",0,0,0,0,0,0
"1700010L04Rik",-1.96354402621541,-1.96794014495501,-1.96797148761798,-1.96784344351928,-1.96771188262931,-1.96785353414652
"1700010N08Rik",0,0,0,0,0,0
"1700011B04Rik",-1.96792586607398,-1.96795795261907,-1.96798998769583,-1.96785911488092,-1.96772464758272,-1.96340827834582
"1700011C11Rik",0,0,0,0,0,0
"1700011L22Rik",-1.48121682129524,-1.4812718430122,-1.48897671623258,-1.48875229671473,-1.48852171340949,-1.48876998229121
"1700012A03Rik",0,0,0,0,0,0
"1700012B07Rik",0,0,0,0,0,0
"1700012B09Rik",-0.0310281652074566,-0.0107701855274711,-0.0110147287343637,-0.0204170915174716,-0.0197846322599503,-0.0309448685152827
"1700012C14Rik",-1.48887839892083,-1.48893366507845,-1.48130491703933,-1.48876342605772,-1.48853181835815,-1.48109726465733
"1700012D01Rik",4.21005243604733,4.20824362718514,4.26265939926934,4.33640292147244,4.43666333943895,4.37910476777583
"1700012D16Rik",0,0,0,0,0,0
"1700012H19Rik",0,0,0,0,0,0
"1700012I11Rik",0,0,0,0,0,0
"1700012J15Rik",0,0,0,0,0,0
"1700013D24Rik",0,0,0,0,0,0
"1700013G24Rik",0,0,0,0,0,0
"1700013H16Rik",0,0,0,0,0,0
"1700013N06Rik",0,0,0,0,0,0
"1700014L14Rik",0,0,0,0,0,0
"1700015C15Rik",1.2898188393568,1.31975268345726,1.29943320345354,1.33147920032199,1.29121032880474,1.30062416125639
"1700015I17Rik",0,0,0,0,0,0
"1700016A09Rik",5.50134297453843,5.39196105352112,5.55063108088002,5.53508137763296,5.54919675008673,5.55611318877951
"1700016B01Rik",0,0,0,0,0,0
"1700016C19Rik",0,0,0,0,0,0
"1700016G22Rik",-1.01147547547521,-1.01149970316852,-1.00133183496919,-1.01137145015727,-1.00052941911254,-1.00087098767346
"1700016H13Rik",-1.02127971521724,-1.01122413951249,-1.01134627579175,-1.02116063133486,-1.02085100633772,-1.0109121153915
"1700016J18Rik",0.561669078830742,0.561597471853473,0.581723623356656,0.593184405886849,0.573114423166131,0.593064568463774
"1700016K05Rik",0,0,0,0,0,0
"1700016L04Rik",-1.96788967589695,-1.96792029636471,-1.96369355357209,-1.96782597465554,-1.96769765134877,-1.96783581696244
"1700016L21Rik",0,0,0,0,0,0
"1700016P04Rik",0,0,0,0,0,0
"1700017B05Rik",10.4772212907353,10.4373928746377,10.5298618088681,10.5166148722398,10.4225440193591,10.3198057277887
"1700017G19Rik",0.388697341039399,0.378321167831262,0.398389933755462,0.389038981437308,0.378783885755367,0.419849041244111
"1700017J07Rik",0,0,0,0,0,0
"1700017L05Rik",0,0,0,0,0,0
"1700017M07Rik",0,0,0,0,0,0
"1700017N19Rik",0,0,0,0,0,0
"1700018A04Rik",0,0,0,0,0,0
"1700018A23Rik",7.50305859866319,7.41184429100704,7.44562121220543,7.47359839032674,7.68381073274986,7.62678628690492
"1700018B08Rik",-1.96797118042059,-1.96800510503957,-1.96803897524184,-1.96790060539346,-1.96304172862402,-1.96791150975043
"1700018B24Rik",0,0,0,0,0,0
"1700018F24Rik",0,0,0,0,0,0
"1700018L02Rik",6.89404394178447,6.82647105170384,6.8649720143132,6.86018284212565,6.8707849896188,6.67458565673465
"1700019A02Rik",-1.96792586607398,-1.96795795261907,-1.96798998769583,-1.96785911488092,-1.96772464758272,-1.96340827834582
"1700019C18Rik",0,0,0,0,0,0
"1700019D03Rik",0.204931854475652,0.204678342787263,0.204426578617932,0.184559023106415,0.195726738602116,0.184541278243936
"1700019E08Rik",0,0,0,0,0,0
"1700019F05Rik",0,0,0,0,0,0
"1700019G24Rik",0,0,0,0,0,0
"1700019J19Rik",-1.96792586607398,-1.96795795261907,-1.96798998769583,-1.96785911488092,-1.96772464758272,-1.96340827834582
"1700019M22Rik",0,0,0,0,0,0
"1700019P21Rik",0,0,0,0,0,0
"1700020A23Rik",-0.0130539643308679,-0.00329088146734857,-0.0336595024047619,-0.0334673892312745,-0.0223186787262559,-0.0334826769058994
"1700020D12Rik",0,0,0,0,0,0
"1700020D14Rik",0,0,0,0,0,0
"1700020G03Rik",0,0,0,0,0,0
"1700020G17Rik",0,0,0,0,0,0
"1700020L13Rik",4.56723266277961,4.53819096829834,4.52656694801978,4.56503483381823,4.55981551643277,4.53736144851925
"1700020L24Rik",8.99110579318326,8.97563987827091,8.91808389102036,9.01284326097974,9.00157459472351,9.17125242273344
"1700020M21Rik",-1.96354402621541,-1.96794014495501,-1.96797148761798,-1.96784344351928,-1.96771188262931,-1.96785353414652
"1700020N01Rik",-1.47349736086391,-1.48893644653597,-1.48899168117243,-1.48876603125722,-1.48853418376118,-1.48878381379624
"1700020N15Rik",0,0,0,0,0,0
"1700020N18Rik",1.19501500432059,1.23540578290337,1.20496305012546,1.22668730505294,1.22843621418613,1.22655461537694
"1700021F02Rik",0,0,0,0,0,0
"1700021G15Rik",0,0,0,0,0,0
"1700021L23Rik",0,0,0,0,0,0
"1700021N21Rik",0.234859372128027,0.224414090858322,0.234544781115002,0.235190324094529,0.257602068147221,0.235138962564742
"1700022A21Rik",0,0,0,0,0,0
"1700022A22Rik",0,0,0,0,0,0
"1700022E09Rik",0,0,0,0,0,0
"1700022H01Rik",-1.96789915758853,-1.96361946828227,-1.96796111664987,-1.96783465764069,-1.96770472537546,-1.96784462335356
"1700022H16Rik",0,0,0,0,0,0
"1700022N22Rik",5.3564014164906,5.36697491041368,5.39931944191783,5.34245920694131,5.3620274982887,5.24021886380021
"1700023A20Rik",-0.605888348746886,-0.605919941958157,-0.595841328423047,-0.584882983326269,-0.605686511071669,-0.595343818683806
"1700023C21Rik",0,0,0,0,0,0
"1700023D09Rik",7.74156374586321,7.75957973490389,7.67875288377177,7.72375073159554,7.81390401838974,7.59430383443633
"1700023F02Rik",0,0,0,0,0,0
"1700023G09Rik",0,0,0,0,0,0
"1700024B05Rik",0,0,0,0,0,0
"1700024B18Rik",0,0,0,0,0,0
"1700024G13Rik",0,0,0,0,0,0
"1700024I08Rik",0,0,0,0,0,0
"1700024J04Rik",0,0,0,0,0,0
"1700024N05Rik",0,0,0,0,0,0
"1700025B11Rik",0,0,0,0,0,0
"1700025C18Rik",0,0,0,0,0,0
"1700025D23Rik",0,0,0,0,0,0
"1700025F24Rik",0,0,0,0,0,0
"1700025G04Rik",8.48724243778612,8.55839481991041,8.48881505475262,7.97587709443896,7.8801295375583,8.06926859875918
"1700025H01Rik",-1.96788967589695,-1.96792029636471,-1.96369355357209,-1.96782597465554,-1.96769765134877,-1.96783581696244
"1700025J12Rik",1.37132264805623,1.35055842229184,1.42873285354216,1.34062671612319,1.36317021574124,1.35118233622531
"1700025K04Rik",0,0,0,0,0,0
"1700025K24Rik",0,0,0,0,0,0
"1700025M24Rik",-0.990627797721036,-1.0010592442373,-1.00108354463113,-0.990364416950696,-0.990041094604071,-1.00098565891309
"1700025N21Rik",2.58668344114659,2.60613642252082,2.58551408367037,2.60853514326493,2.65350054966669,2.67728847427706
"1700025N23Rik",2.07910736386731,2.09913685931079,2.10857163278623,2.12123774295755,2.13472124650512,2.14111206439004
"1700025O08Rik",0,0,0,0,0,0
"1700026D11Rik",0,0,0,0,0,0
"1700026F02Rik",0,0,0,0,0,0
"1700026J12Rik",0,0,0,0,0,0
"1700026J14Rik",-1.96354402621541,-1.96794014495501,-1.96797148761798,-1.96784344351928,-1.96771188262931,-1.96785353414652
"1700027F06Rik",0,0,0,0,0,0
"1700027F09Rik",0,0,0,0,0,0
"1700027H10Rik",0,0,0,0,0,0
"1700027I24Rik",0,0,0,0,0,0
"1700027J07Rik",-0.284995650228942,-0.264706812622347,-0.274960752125783,-0.274388096285492,-0.273787303858754,-0.284925661715893
"1700028B04Rik",0,0,0,0,0,0
"1700028D13Rik",0,0,0,0,0,0
"1700028E10Rik",3.34642401876714,3.44094051365704,3.36407764633592,3.41807120513539,3.40468054339116,3.44599215905448
"1700028I16Rik",0.981194619436928,0.991150332673504,0.980805140908591,1.00241649220534,0.982442562782211,1.01251251500283
"1700028J19Rik",3.22436800744854,3.19459127150748,3.15483057605063,3.18894322315663,3.20455266690531,3.16866150563835
"1700028K03Rik",5.24896095934773,5.1647365514463,5.26236491198659,5.21057955930308,5.13224885248772,5.22540213437248
"1700028M03Rik",0,0,0,0,0,0
"1700028P15Rik",0,0,0,0,0,0
"1700029B22Rik",0,0,0,0,0,0
"1700029F12Rik",0,0,0,0,0,0
"1700029H14Rik",-0.280554388986239,-0.280792336224433,-0.301091921258661,-0.300933173286879,-0.300766600649882,-0.290488025357033
"1700029J03Rik",0,0,0,0,0,0
"1700029M03Rik",0,0,0,0,0,0
"1700029M20Rik",0,0,0,0,0,0
"1700029N11Rik",-0.264928204408608,-0.254706956115379,-0.254847178679838,-0.254269693875851,-0.242767962598684,-0.264856567702125
"1700030A11Rik",1.55888466491289,1.59822066803708,1.55820765869785,1.58021911758867,1.5610534250448,1.55948628943227
"1700030C10Rik",4.25365551041606,4.2232078911644,4.22115820104551,4.331950358268,4.36242987967669,4.34860148710332
"1700030C12Rik",5.40044893823853,5.36469440616702,5.40571382666821,5.36307090494274,5.33141499272418,5.42446888187755
"1700030C14Rik",-1.96792586607398,-1.96795795261907,-1.96798998769583,-1.96785911488092,-1.96772464758272,-1.96340827834582
"1700030F04Rik",-1.96797118042059,-1.96800510503957,-1.96803897524184,-1.96790060539346,-1.96304172862402,-1.96791150975043
"1700030I03Rik",0,0,0,0,0,0
"1700030J22Rik",3.49827235290175,3.40251551930491,3.44885324596561,3.47445575325685,3.42151530795493,3.41574143047401
"1700030K09Rik",6.97284954528741,6.86577943023142,6.87334058304276,7.09855520219975,6.98987784858706,7.0512368240267
"1700030L20Rik",0,0,0,0,0,0
"1700030L22Rik",0,0,0,0,0,0
"1700030M09Rik",0,0,0,0,0,0
"1700030N03Rik",0,0,0,0,0,0
"1700030O20Rik",0,0,0,0,0,0
"1700031A10Rik",0,0,0,0,0,0
"1700031F05Rik",0,0,0,0,0,0
"1700031L13Rik",0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0
"1700031P21Rik",0,0,0,0,0,0
"1700034B16Rik",0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0
"1700034G24Rik",0,0,0,0,0,0
"1700034H15Rik",5.20286304377053,5.14916044813827,5.28649988510148,5.21176921165721,5.24673732732752,5.21858437638017
"1700034J05Rik",0,0,0,0,0,0
"1700034K08Rik",0,0,0,0,0,0
"1700034P13Rik",7.81098086675594,7.82385208024062,7.73457527238584,7.72144217017128,7.60658789763353,7.75325134879856
"1700036A12Rik",0,0,0,0,0,0
"1700036G14Rik",0,0,0,0,0,0
"1700037C18Rik",4.32378775714671,4.22253778906457,4.23882083345569,4.27605659038631,4.29619067585093,4.31134781966713
"1700037F03Rik",-0.990666104619202,-1.00124956927531,-1.00127458683543,-1.00114505476186,-0.979329947397029,-1.00116989708329
"1700039E22Rik",0,0,0,0,0,0
"1700039I01Rik",0,0,0,0,0,0
"1700039M10Rik",0,0,0,0,0,0
"1700039O17Rik",0,0,0,0,0,0
"1700040D17Rik",-0.00725809808363609,-0.0278187680532066,-0.0177590521931371,-0.00674130328681645,-0.0274702892652266,-0.0172035422955008
"1700040F15Rik",0,0,0,0,0,0
"1700040G22Rik",0,0,0,0,0,0
"1700040K01Rik",0,0,0,0,0,0
"1700040P09Rik",0,0,0,0,0,0
"1700041A01Rik",-1.48885234976101,-1.47369135779711,-1.48896170004608,-1.4887385151171,-1.48850920030928,-1.48875610340072
"1700041B01Rik",-0.2485060887804,-0.269143854155768,-0.269183792473065,-0.258459288799995,-0.257854761459766,-0.258505144554419
"1700041C23Rik",0,0,0,0,0,0
"1700041G16Rik",2.67262098484195,2.65210714685269,2.62164914921358,2.654807859755,2.65854496930684,2.68432309579502
"1700041I07Rik",0,0,0,0,0,0
"1700041M19Rik",0,0,0,0,0,0
"1700042G15Rik",0,0,0,0,0,0
"1700042O10Rik",1.47379880477088,1.49380218183761,1.51304371612263,1.48476213145148,1.50765805633629,1.4846537949249
"1700044C05Rik",0,0,0,0,0,0
"1700044K03Rik",0,0,0,0,0,0
"1700045H11Rik",0,0,0,0,0,0
"1700046C09Rik",0,0,0,0,0,0
"1700047A11Rik",4.14943439592169,4.24751175147496,4.20975292908853,4.22899264163349,4.23983339931404,4.20981627066348
"1700047E10Rik",0,0,0,0,0,0
"1700047F07Rik",-1.96792902661882,-1.96796124128279,-1.96799340427291,-1.96338304581524,-1.96772700467906,-1.96787236362168
"1700047G03Rik",-1.48894167612439,-1.48899827141267,-1.48905477591943,-1.47308649597217,-1.48858676042725,-1.48884212957437
"1700047L14Rik",0,0,0,0,0,0
"1700047M11Rik",6.62728540392387,6.53478055595305,6.71401448400676,7.21882130111967,7.20617613471321,7.09932801333444
"1700048B10Rik",0,0,0,0,0,0
"1700048F04Rik",0,0,0,0,0,0
"1700048M11Rik",2.65213001362528,2.62211506618763,2.56169685770424,2.63503631073332,2.6291641409204,2.59439236816787
"1700048O14Rik",0,0,0,0,0,0
"1700048O20Rik",4.44454864740261,4.58263638539259,4.48534245623039,4.47790592380863,4.56373336067834,4.57526173143929
"1700049E15Rik",0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0
"1700049E22Rik",0,0,0,0,0,0
"1700049J03Rik",1.47738874212131,1.48732409103631,1.50685572651675,1.50900661354087,1.50057719581792,1.49859148853518
"1700049L16Rik",-1.96792902661882,-1.96796124128279,-1.96799340427291,-1.96338304581524,-1.96772700467906,-1.96787236362168
"1700051A21Rik",0,0,0,0,0,0
"1700051K13Rik",6.50807079565892,6.32568786021321,6.49706878844575,6.34861526582223,6.29646954156347,6.28550797268455
"1700052H01Rik",0,0,0,0,0,0
"1700052I22Rik",-1.48113088988839,-1.4889674707479,-1.48902334260379,-1.48101447021915,-1.48856056723176,-1.48881307714658
"1700052K11Rik",6.18694070635131,6.15362463127559,6.11323270180512,6.16826639615928,6.26491934952322,6.13861097291151
"1700054A03Rik",0,0,0,0,0,0
"1700054K19Rik",0,0,0,0,0,0
"1700054M17Rik",0,0,0,0,0,0
"1700054O19Rik",-0.637568767660319,-0.647829115909141,-0.618057591446416,-0.647735543254005,-0.647605853210112,-0.647745378133835
"1700055C04Rik",0,0,0,0,0,0
"1700055D16Rik",4.37473774087505,4.33703507864348,4.3343794348789,4.34529759464099,4.33782964900804,4.28888940011739
"1700055D18Rik",3.10254013683144,3.11102257854279,3.09059938324168,3.12468763111982,3.10990971457485,3.12425566749453
"1700055K11Rik",0,0,0,0,0,0
"1700055L01Rik",0,0,0,0,0,0
"1700056E22Rik",2.2676797356904,2.24701580402432,2.28566212899145,2.24863634824718,2.29315647468481,2.25875161252881
"1700057H15Rik",0,0,0,0,0,0
"1700057H21Rik",0,0,0,0,0,0
"1700060C16Rik",0,0,0,0,0,0
"1700060C20Rik",0,0,0,0,0,0
"1700060J05Rik",4.99630139870044,5.06678986489567,5.05470617824538,5.04662367614934,5.10574220979567,4.99399291028328
"1700061F12Rik",0,0,0,0,0,0
"1700061I17Rik",-1.96789915758853,-1.96361946828227,-1.96796111664987,-1.96783465764069,-1.96770472537546,-1.96784462335356
"1700061J23Rik",0,0,0,0,0,0
"1700061N14Rik",0,0,0,0,0,0
"1700062C10Rik",0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0
"1700063D05Rik",-0.253965890555239,-0.264366089156126,-0.264406245039895,-0.253669856345137,-0.253064177431869,-0.243280537668755
"1700063H04Rik",2.57478645850671,2.58445587972763,2.58387323366483,2.64701912483254,2.6416128476178,2.67567419062173
"1700063H06Rik",0,0,0,0,0,0
"1700063K16Rik",-1.01147547547521,-1.01149970316852,-1.00133183496919,-1.01137145015727,-1.00052941911254,-1.00087098767346
"1700063O14Rik",0,0,0,0,0,0
"1700064F23Rik",0,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0
"1700064M15Rik",0,0,0,0,0,0
"1700065D16Rik",3.54792566842099,3.5465278375906,3.54513860535732,3.56078344613778,3.62696920662012,3.64559087067412
"1700065I16Rik",0,0,0,0,0,0
"1700065J11Rik",0,0,0,0,0,0
"1700065J18Rik",0,0,0,0,0,0
"1700065L07Rik",0,0,0,0,0,0
"1700065O20Rik",0,0,0,0,0,0
"1700066B17Rik",0,0,0,0,0,0
"1700066C05Rik",0,0,0,0,0,0
"1700066J03Rik",0,0,0,0,0,0
"1700066M21Rik",8.22845112081929,8.20587461528138,8.19843878099452,8.07434359008164,8.03776239332715,8.22162775099123
"1700066N21Rik",0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,0,0
"1700067G17Rik",-1.96792902661882,-1.96796124128279,-1.96799340427291,-1.96338304581524,-1.96772700467906,-1.96787236362168
"1700067K01Rik",2.92793182901942,2.8972144024116,2.91617043527006,2.94997792077676,2.95511900905724,2.96906453676016
"1700067P10Rik",0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0
"1700069P05Rik",0,0,0,0,0,0
"1700071G01Rik",0,0,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0
"1700071M16Rik",10.2003368104075,10.0361721930795,10.1554839702027,11.0973052854714,11.1066466093426,10.9226404998818
"1700072B07Rik",0,0,0,0,0,0
"1700072F12Rik",0,0,0,0,0,0
"1700072I22Rik",0,0,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0
