"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1600020E01Rik",64.2032455357725,0.41268191028184,0.244682390176328,1.6866024154188,0.0916798272106061,0.203570743912425
"1600023N17Rik",2.15109966829326,-0.301797701991327,1.34619155728609,-0.224186298270766,0.822612344548778,NA
"1600025M17Rik",0,NA,NA,NA,NA,NA
"1600027J07Rik",0,NA,NA,NA,NA,NA
"1600029I14Rik",0,NA,NA,NA,NA,NA
"1600029O15Rik",0.82466131819612,1.80906970968461,2.16764175734082,0.83457965485215,0.403954421224797,NA
"1700001D01Rik",0.319525962697989,1.75865831208832,3.37026399677494,0.521816188218848,0.601798317357675,NA
"1700001F09Rik",0,NA,NA,NA,NA,NA
"1700001G01Rik",0,NA,NA,NA,NA,NA
"1700001G11Rik",46.6351832278929,-0.04130563066221,0.289296191257662,-0.142779725106789,0.886464150027328,0.939571566634521
"1700001G17Rik",4.70991714269996,-0.939967768738626,0.917241001667817,-1.02477731264682,0.305468273665173,0.48671164119577
"1700001J03Rik",18.3302562454414,0.30210874993534,0.448166036402375,0.674100055328823,0.500247704344873,0.673387803225129
"1700001J04Rik",0,NA,NA,NA,NA,NA
"1700001J11Rik",0,NA,NA,NA,NA,NA
"1700001K19Rik",8.10713296508498,0.0935870243661479,0.681670913549387,0.13729062294715,0.890801082057573,0.942528224734283
"1700001K23Rik",2.00596892871854,-0.568868746293077,1.37880111556284,-0.412582162773242,0.679912772056422,NA
"1700001L05Rik",123.086829913534,-1.25504933420032,0.200450204529191,-6.26115267454143,3.82142156138267e-10,6.26676391628667e-09
"1700001O22Rik",8.9901742474803,0.114642735889035,0.647137203422204,0.177153678204218,0.859387679529738,0.922899291641381
"1700003C15Rik",0,NA,NA,NA,NA,NA
"1700003D09Rik",0,NA,NA,NA,NA,NA
"1700003E16Rik",6.00813129283387,-0.256862424209055,0.772022814638478,-0.332713514858156,0.739350546857449,0.85045009621999
"1700003E24Rik",0,NA,NA,NA,NA,NA
"1700003F12Rik",4.66902079648819,0.103133705746618,0.912420906470449,0.113033036633908,0.910004363598843,0.954052495742204
"1700003G18Rik",0,NA,NA,NA,NA,NA
"1700003H04Rik",0,NA,NA,NA,NA,NA
"1700003I22Rik",0,NA,NA,NA,NA,NA
"1700003L19Rik",0,NA,NA,NA,NA,NA
"1700003M07Rik",0.331442135307555,-0.0906723825575899,3.37365628166022,-0.026876591741281,0.978558163856322,NA
"1700003P14Rik",0,NA,NA,NA,NA,NA
"1700006A11Rik",0,NA,NA,NA,NA,NA
"1700006F04Rik",0,NA,NA,NA,NA,NA
"1700006H20Rik",1.16426062351234,1.20132206035046,1.99142447271312,0.603247613359788,0.546343977296311,NA
"1700006H21Rik",0,NA,NA,NA,NA,NA
"1700006J14Rik",28.6733153371559,-0.226717064629904,0.379690757996786,-0.597109779089812,0.550434089341352,0.714293567170084
"1700007E05Rik",0,NA,NA,NA,NA,NA
"1700007F19Rik",0,NA,NA,NA,NA,NA
"1700007J10Rik",9.74354764503407,0.0574993081885636,0.623953999422118,0.0921531206496268,0.926576383789939,0.96252650904723
"1700007L15Rik",41.1604163189804,0.293260260373961,0.302017897197261,0.971002921003784,0.331546824002368,0.514843948225474
"1700007P06Rik",0,NA,NA,NA,NA,NA
"1700008C04Rik",0,NA,NA,NA,NA,NA
"1700008J07Rik",85.8250221254597,-0.128952745477107,0.21085359962132,-0.611574787950967,0.540819123114277,0.705857921512721
"1700008K24Rik",0,NA,NA,NA,NA,NA
"1700008O03Rik",6.37641210806014,-1.03955701345335,0.779297261501406,-1.33396723536603,0.182214594674076,0.33992433153656
"1700008P02Rik",0,NA,NA,NA,NA,NA
"1700009C05Rik",0,NA,NA,NA,NA,NA
"1700009J07Rik",0,NA,NA,NA,NA,NA
"1700009N14Rik",0,NA,NA,NA,NA,NA
"1700010B08Rik",0,NA,NA,NA,NA,NA
"1700010D01Rik",0,NA,NA,NA,NA,NA
"1700010G06Rik",2.01752953817104,-1.09732797260637,1.42847844224312,-0.768179581963628,0.442380502151671,NA
"1700010H22Rik",0,NA,NA,NA,NA,NA
"1700010I02Rik",0,NA,NA,NA,NA,NA
"1700010I14Rik",62.4035386500908,-0.328865669876132,0.248257695380852,-1.3246947667488,0.185272409605499,0.343869947308933
"1700010J16Rik",0,NA,NA,NA,NA,NA
"1700010K23Rik",0,NA,NA,NA,NA,NA
"1700010L04Rik",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"1700010N08Rik",0,NA,NA,NA,NA,NA
"1700011B04Rik",0.167424613589154,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700011C11Rik",0,NA,NA,NA,NA,NA
"1700011L22Rik",0.32415180910907,1.7754535942612,3.35243641977708,0.52960097432042,0.596388618685046,NA
"1700012A03Rik",0,NA,NA,NA,NA,NA
"1700012B07Rik",0,NA,NA,NA,NA,NA
"1700012B09Rik",0.98590460018695,0.892869553498964,2.01084159516447,0.444027791968335,0.657022490709809,NA
"1700012C14Rik",0.326040372516312,-0.0906722681659233,3.39339265315267,-0.0267202406068992,0.978682869225443,NA
"1700012D01Rik",20.2313923828304,-1.31880472701333,0.452062550382059,-2.9173058593302,0.00353069366090623,0.0147155377289237
"1700012D16Rik",0,NA,NA,NA,NA,NA
"1700012H19Rik",0,NA,NA,NA,NA,NA
"1700012I11Rik",0,NA,NA,NA,NA,NA
"1700012J15Rik",0,NA,NA,NA,NA,NA
"1700013D24Rik",0,NA,NA,NA,NA,NA
"1700013G24Rik",0,NA,NA,NA,NA,NA
"1700013H16Rik",0,NA,NA,NA,NA,NA
"1700013N06Rik",0,NA,NA,NA,NA,NA
"1700014L14Rik",0,NA,NA,NA,NA,NA
"1700015C15Rik",2.47861796012243,-0.273852727848449,1.23635843781475,-0.221499461218123,0.824703556067181,NA
"1700015I17Rik",0,NA,NA,NA,NA,NA
"1700016A09Rik",45.9105655222185,-0.258392741976052,0.293375425358266,-0.880757962806551,0.378448836869569,0.562282856765441
"1700016B01Rik",0,NA,NA,NA,NA,NA
"1700016C19Rik",0,NA,NA,NA,NA,NA
"1700016G22Rik",0.504692517337966,-0.996350257523414,2.72226218544583,-0.366000844022391,0.714364445767138,NA
"1700016H13Rik",0.486950576287144,0.797893427286199,2.75258594581156,0.289870486514801,0.771915321053062,NA
"1700016J18Rik",1.50275909335138,-1.89481789873277,1.74309571505366,-1.08704179717087,0.277018338174139,NA
"1700016K05Rik",0,NA,NA,NA,NA,NA
"1700016L04Rik",0.158615758927158,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"1700016L21Rik",0,NA,NA,NA,NA,NA
"1700016P04Rik",0,NA,NA,NA,NA,NA
"1700017B05Rik",1401.44061435015,0.0703792638864696,0.0737278685521113,0.954581561471902,0.339789345257942,0.523424300753303
"1700017G19Rik",1.31837210751849,-0.80892471186259,1.7909143189956,-0.451682530695415,0.651497704948947,NA
"1700017J07Rik",0,NA,NA,NA,NA,NA
"1700017L05Rik",0,NA,NA,NA,NA,NA
"1700017M07Rik",0,NA,NA,NA,NA,NA
"1700017N19Rik",0,NA,NA,NA,NA,NA
"1700018A04Rik",0,NA,NA,NA,NA,NA
"1700018A23Rik",185.106063730361,-0.260933392596509,0.153744432255305,-1.69718921699361,0.0896608930888977,0.200267647992385
"1700018B08Rik",0.178652144821654,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700018B24Rik",0,NA,NA,NA,NA,NA
"1700018F24Rik",0,NA,NA,NA,NA,NA
"1700018L02Rik",114.308301232786,0.13011769903509,0.192029292312413,0.677592972760642,0.498029802923111,0.671563377385813
"1700019A02Rik",0.167424613589154,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700019C18Rik",0,NA,NA,NA,NA,NA
"1700019D03Rik",1.14418728089411,2.39025434004598,1.93495890593202,1.23529979511097,0.216718949970724,NA
"1700019E08Rik",0,NA,NA,NA,NA,NA
"1700019F05Rik",0,NA,NA,NA,NA,NA
"1700019G24Rik",0,NA,NA,NA,NA,NA
"1700019J19Rik",0.167424613589154,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700019M22Rik",0,NA,NA,NA,NA,NA
"1700019P21Rik",0,NA,NA,NA,NA,NA
"1700020A23Rik",0.987865966810626,2.13359321364457,2.14647954552385,0.993996527054661,0.320224558240109,NA
"1700020D12Rik",0,NA,NA,NA,NA,NA
"1700020D14Rik",0,NA,NA,NA,NA,NA
"1700020G03Rik",0,NA,NA,NA,NA,NA
"1700020G17Rik",0,NA,NA,NA,NA,NA
"1700020L13Rik",23.4321172010132,-0.0694375286288147,0.392813353520223,-0.176769776298452,0.85968923017544,0.923080256505363
"1700020L24Rik",517.371907005953,-0.137570533632971,0.0988238043534347,-1.39207890784049,0.163898504553923,0.31432463681178
"1700020M21Rik",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"1700020N01Rik",0.326483210676476,1.78443934836301,3.63191728740248,0.491321582281747,0.623199017522843,NA
"1700020N15Rik",0,NA,NA,NA,NA,NA
"1700020N18Rik",2.34508843915086,-0.941259734758136,1.31186725544895,-0.717496172610863,0.473067997192124,NA
"1700021F02Rik",0,NA,NA,NA,NA,NA
"1700021G15Rik",0,NA,NA,NA,NA,NA
"1700021L23Rik",0,NA,NA,NA,NA,NA
"1700021N21Rik",1.19343894228883,-1.42961222144729,1.82932923306634,-0.781495312930065,0.434511232349339,NA
"1700022A21Rik",0,NA,NA,NA,NA,NA
"1700022A22Rik",0,NA,NA,NA,NA,NA
"1700022E09Rik",0,NA,NA,NA,NA,NA
"1700022H01Rik",0.160910203770832,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"1700022H16Rik",0,NA,NA,NA,NA,NA
"1700022N22Rik",40.7531323177247,0.259876077615373,0.307883791459121,0.844071967490623,0.39862919121891,0.581725066846797
"1700023A20Rik",0.662441432454946,-1.55021212579944,2.45888363633439,-0.630453634687014,0.528397828917101,NA
"1700023C21Rik",0,NA,NA,NA,NA,NA
"1700023D09Rik",211.15477017727,0.023399108303885,0.144890881256437,0.161494692426308,0.871703791321203,0.930344690925101
"1700023F02Rik",0,NA,NA,NA,NA,NA
"1700023G09Rik",0,NA,NA,NA,NA,NA
"1700024B05Rik",0,NA,NA,NA,NA,NA
"1700024B18Rik",0,NA,NA,NA,NA,NA
"1700024G13Rik",0,NA,NA,NA,NA,NA
"1700024I08Rik",0,NA,NA,NA,NA,NA
"1700024J04Rik",0,NA,NA,NA,NA,NA
"1700024N05Rik",0,NA,NA,NA,NA,NA
"1700025B11Rik",0,NA,NA,NA,NA,NA
"1700025C18Rik",0,NA,NA,NA,NA,NA
"1700025D23Rik",0,NA,NA,NA,NA,NA
"1700025F24Rik",0,NA,NA,NA,NA,NA
"1700025G04Rik",312.313646086374,0.815012654096445,0.122167598682589,6.67126687342018,2.53604564388703e-11,4.79515060493274e-10
"1700025H01Rik",0.158615758927158,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"1700025J12Rik",2.60290575336243,2.00484397924032,1.38993449799079,1.44240176939159,0.149189064993769,NA
"1700025K04Rik",0,NA,NA,NA,NA,NA
"1700025K24Rik",0,NA,NA,NA,NA,NA
"1700025M24Rik",0.51009428012921,-0.998641429234914,2.71341517965333,-0.368038565098063,0.712844478454894,NA
"1700025N21Rik",6.22809042796167,-1.33213940814355,0.806791856544643,-1.65115623978765,0.098706676010253,0.214931633820891
"1700025N23Rik",4.36532306625996,-1.26449471077036,0.948700740462837,-1.33286995238715,0.182574484698546,0.340255187746289
"1700025O08Rik",0,NA,NA,NA,NA,NA
"1700026D11Rik",0,NA,NA,NA,NA,NA
"1700026F02Rik",0,NA,NA,NA,NA,NA
"1700026J12Rik",0,NA,NA,NA,NA,NA
"1700026J14Rik",0.163241605338238,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"1700027F06Rik",0,NA,NA,NA,NA,NA
"1700027F09Rik",0,NA,NA,NA,NA,NA
"1700027H10Rik",0,NA,NA,NA,NA,NA
"1700027I24Rik",0,NA,NA,NA,NA,NA
"1700027J07Rik",0.827288841259793,0.479779601104888,2.15144626042365,0.223003293147751,0.823532943479721,NA
"1700028B04Rik",0,NA,NA,NA,NA,NA
"1700028D13Rik",0,NA,NA,NA,NA,NA
"1700028E10Rik",10.6564684074294,-0.542310809057949,0.613327799355183,-0.884210384117763,0.376582653822652,0.560496440079304
"1700028I16Rik",1.99662996089328,-1.07775516071665,1.37481065443791,-0.783929886808513,0.433081251878632,NA
"1700028J19Rik",9.15523597373284,0.0669328937720205,0.640573023356867,0.104489092314978,0.916781223968358,0.957455811186737
"1700028K03Rik",37.0236859688357,0.17163344426924,0.323533735373372,0.53049628370645,0.595767884969807,0.74976544260331
"1700028M03Rik",0,NA,NA,NA,NA,NA
"1700028P15Rik",0,NA,NA,NA,NA,NA
"1700029B22Rik",0,NA,NA,NA,NA,NA
"1700029F12Rik",0,NA,NA,NA,NA,NA
"1700029H14Rik",0.815728231807295,1.81314816145176,2.27895356690726,0.79560557432171,0.426261325577801,NA
"1700029J03Rik",0,NA,NA,NA,NA,NA
"1700029M03Rik",0,NA,NA,NA,NA,NA
"1700029M20Rik",0,NA,NA,NA,NA,NA
"1700029N11Rik",0.845030782310615,-0.702854887877981,2.14021638276841,-0.328403657469823,0.742606477946248,NA
"1700030A11Rik",2.97413158785467,0.235167032253043,1.11763314852468,0.21041522664523,0.833343609522109,0.90906982621429
"1700030C10Rik",19.8005116384303,-0.946190852449833,0.436058306612766,-2.1698723269365,0.0300165192519644,0.0853219559737089
"1700030C12Rik",41.7224295510094,0.0727334531491059,0.299237184660698,0.243062884151839,0.807956683245872,0.896299026457549
"1700030C14Rik",0.167424613589154,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700030F04Rik",0.178652144821654,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700030I03Rik",0,NA,NA,NA,NA,NA
"1700030J22Rik",10.9282893111287,0.177534964649618,0.601257736299008,0.295272649201023,0.767785608333403,0.868398670344597
"1700030K09Rik",126.458210903363,-0.308562849540318,0.177621105424962,-1.73719698907444,0.0823524062107898,0.188018374496248
"1700030L20Rik",0,NA,NA,NA,NA,NA
"1700030L22Rik",0,NA,NA,NA,NA,NA
"1700030M09Rik",0,NA,NA,NA,NA,NA
"1700030N03Rik",0,NA,NA,NA,NA,NA
"1700030O20Rik",0,NA,NA,NA,NA,NA
"1700031A10Rik",0,NA,NA,NA,NA,NA
"1700031F05Rik",0,NA,NA,NA,NA,NA
"1700031L13Rik",0,NA,NA,NA,NA,NA
"1700031M16Rik",0,NA,NA,NA,NA,NA
"1700031P21Rik",0,NA,NA,NA,NA,NA
"1700034B16Rik",0,NA,NA,NA,NA,NA
"1700034E13Rik",0,NA,NA,NA,NA,NA
"1700034G24Rik",0,NA,NA,NA,NA,NA
"1700034H15Rik",37.3562716187221,-0.0542597141155578,0.321412563876153,-0.168816406742785,0.865941052833312,0.926746025104928
"1700034J05Rik",0,NA,NA,NA,NA,NA
"1700034K08Rik",0,NA,NA,NA,NA,NA
"1700034P13Rik",214.495103139767,0.162288112692699,0.140170365603873,1.15779189127131,0.246948973245116,0.421635272669481
"1700036A12Rik",0,NA,NA,NA,NA,NA
"1700036G14Rik",0,NA,NA,NA,NA,NA
"1700037C18Rik",19.4912542074828,-0.260792610323759,0.443431370142752,-0.588123953070356,0.556449096494959,0.718634221556675
"1700037F03Rik",0.520545894981547,-1.03119858443164,2.87106853058529,-0.359168920367577,0.719468725451401,NA
"1700039E22Rik",0,NA,NA,NA,NA,NA
"1700039I01Rik",0,NA,NA,NA,NA,NA
"1700039M10Rik",0,NA,NA,NA,NA,NA
"1700039O17Rik",0,NA,NA,NA,NA,NA
"1700040D17Rik",0.988924643131423,-0.067555706482132,1.97974047163932,-0.0341235164153576,0.972778656015071,NA
"1700040F15Rik",0,NA,NA,NA,NA,NA
"1700040G22Rik",0,NA,NA,NA,NA,NA
"1700040K01Rik",0,NA,NA,NA,NA,NA
"1700040P09Rik",0,NA,NA,NA,NA,NA
"1700041A01Rik",0.321820407541664,1.76703246430812,3.65232985649202,0.483809659515614,0.628520959117598,NA
"1700041B01Rik",0.840760499056602,-0.663836052939905,2.14194254874726,-0.309922436214808,0.75661994065564,NA
"1700041C23Rik",0,NA,NA,NA,NA,NA
"1700041G16Rik",6.33517891316059,-0.388924800953608,0.768455557296627,-0.506112288811885,0.612777824172362,0.762055915869046
"1700041I07Rik",0,NA,NA,NA,NA,NA
"1700041M19Rik",0,NA,NA,NA,NA,NA
"1700042G15Rik",0,NA,NA,NA,NA,NA
"1700042O10Rik",2.82490987769008,0.0639579959478044,1.14801158564671,0.0557119777774496,0.95557125743725,0.977113004112495
"1700044C05Rik",0,NA,NA,NA,NA,NA
"1700044K03Rik",0,NA,NA,NA,NA,NA
"1700045H11Rik",0,NA,NA,NA,NA,NA
"1700046C09Rik",0,NA,NA,NA,NA,NA
"1700047A11Rik",18.6242299108282,-0.196360098806963,0.451387885640639,-0.435014108826328,0.663552186495492,0.79809738968308
"1700047E10Rik",0,NA,NA,NA,NA,NA
"1700047F07Rik",0.168200529969317,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700047G03Rik",0.336401059938634,-1.92614662573067,3.59050509152253,-0.536455617422311,0.591643701819458,NA
"1700047L14Rik",0,NA,NA,NA,NA,NA
"1700047M11Rik",125.731535662318,-1.21818312771351,0.188944919978574,-6.44729230006102,1.13866055744064e-10,1.98973932450309e-09
"1700048B10Rik",0,NA,NA,NA,NA,NA
"1700048F04Rik",0,NA,NA,NA,NA,NA
"1700048M11Rik",6.1832709465681,-0.164595020237276,0.830526850744749,-0.198181455650327,0.842903095975972,0.913323526167103
"1700048O14Rik",0,NA,NA,NA,NA,NA
"1700048O20Rik",23.1370346744087,-0.238394206177479,0.422705046659234,-0.563972935884206,0.572772551036395,0.731459068358347
"1700049E15Rik",0,NA,NA,NA,NA,NA
"1700049E17Rik1",0,NA,NA,NA,NA,NA
"1700049E17Rik2",0,NA,NA,NA,NA,NA
"1700049E22Rik",0,NA,NA,NA,NA,NA
"1700049J03Rik",2.83055744369823,-0.608732467905231,1.13642699933006,-0.535654703966104,0.59219721411009,0.747533379220456
"1700049L16Rik",0.168200529969317,-1.05244054210006,4.0804728567969,-0.257921221151365,0.796467706711588,NA
"1700051A21Rik",0,NA,NA,NA,NA,NA
"1700051K13Rik",83.611330862937,0.370442632783236,0.22217391709144,1.66735428547526,0.0954439782143853,0.209497689632734
"1700052H01Rik",0,NA,NA,NA,NA,NA
"1700052I22Rik",0.331442135307555,-0.0906723825575899,3.37365628166022,-0.026876591741281,0.978558163856322,NA
"1700052K11Rik",72.2496629941744,-0.1190443987815,0.231536218446335,-0.514150224877635,0.607146964934276,0.758008287829957
"1700054A03Rik",0,NA,NA,NA,NA,NA
"1700054K19Rik",0,NA,NA,NA,NA,NA
"1700054M17Rik",0,NA,NA,NA,NA,NA
"1700054O19Rik",0.639088882119711,2.75858033634056,2.59546210301923,1.06284747256821,0.28785112703925,NA
"1700055C04Rik",0,NA,NA,NA,NA,NA
"1700055D16Rik",20.2290564349181,0.193877710226862,0.426798814343606,0.454260189370571,0.649641566183429,0.788171641191919
"1700055D18Rik",8.64990358329145,-0.309997543524157,0.642101592531601,-0.482785819455665,0.629247820554277,0.773859297601134
"1700055K11Rik",0,NA,NA,NA,NA,NA
"1700055L01Rik",0,NA,NA,NA,NA,NA
"1700056E22Rik",4.83411400850994,-0.00222869502432749,0.878674183285838,-0.00253642939182894,0.997976224318678,0.999325396355429
"1700057H15Rik",0,NA,NA,NA,NA,NA
"1700057H21Rik",0,NA,NA,NA,NA,NA
"1700060C16Rik",0,NA,NA,NA,NA,NA
"1700060C20Rik",0,NA,NA,NA,NA,NA
"1700060J05Rik",33.0944733694866,-0.0516375945514996,0.340330620771907,-0.151727735912742,0.879401680340946,0.934816483309326
"1700061F12Rik",0,NA,NA,NA,NA,NA
"1700061I17Rik",0.160910203770832,0.871112809542433,4.0804728567969,0.213483299635582,0.830950013847407,NA
"1700061J23Rik",0,NA,NA,NA,NA,NA
"1700061N14Rik",0,NA,NA,NA,NA,NA
"1700062C10Rik",0,NA,NA,NA,NA,NA
"1700063A18Rik",0,NA,NA,NA,NA,NA
"1700063D05Rik",0.844943507307518,-1.98080874158726,2.15377444339645,-0.919691821797075,0.357733827544014,NA
"1700063H04Rik",6.23717839013739,-1.94603749152321,0.831218852962304,-2.34118545866459,0.0192226157564302,0.0597705946628835
"1700063H06Rik",0,NA,NA,NA,NA,NA
"1700063K16Rik",0.504692517337966,-0.996350257523414,2.72226218544583,-0.366000844022391,0.714364445767138,NA
"1700063O14Rik",0,NA,NA,NA,NA,NA
"1700064F23Rik",0,NA,NA,NA,NA,NA
"1700064J06Rik",0,NA,NA,NA,NA,NA
"1700064M15Rik",0,NA,NA,NA,NA,NA
"1700065D16Rik",12.0664153873596,-0.828775820153854,0.563830404317773,-1.46990267606562,0.141588114706026,0.281870584371574
"1700065I16Rik",0,NA,NA,NA,NA,NA
"1700065J11Rik",0,NA,NA,NA,NA,NA
"1700065J18Rik",0,NA,NA,NA,NA,NA
"1700065L07Rik",0,NA,NA,NA,NA,NA
"1700065O20Rik",0,NA,NA,NA,NA,NA
"1700066B17Rik",0,NA,NA,NA,NA,NA
